trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
554,False,"{'a': 0.5, 'e': 0.003965989089091065}",25,17,12.088745662586108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.003926526838305624}",30,15,24.680283207308307,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.0038874572434761303}",25,18,12.513704212998306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.5, 'e': 0.0038487763976105395}",20,16,8.830675807017721,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.003810480432592037}",25,3,34.81414488579282,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.5, 'e': 0.0037725655187922052}",25,16,16.93286700692686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.5, 'e': 0.0037350278646880674}",25,11,26.978933099992826,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.5, 'e': 0.003697863716482929}",30,0,46.322783921968224,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.0036610693577310053}",25,8,29.553557015822044,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.0036246411089657558}",25,11,23.916958666338576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.5, 'e': 0.0035885753273319477}",25,7,33.61180286647975,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.003552868406221362}",30,21,13.349014393842086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.0035175167749121284}",20,0,31.026642368802438,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
567,False,"{'a': 0.5, 'e': 0.003482516898211663}",20,16,9.935142672921211,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.0034478652761031265}",20,0,29.826992877221947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
569,False,"{'a': 0.5, 'e': 0.0034135584433954303}",25,8,35.87048845584482,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.5, 'e': 0.0033795929693767124}",20,13,13.551753200150635,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.003345965457471272}",20,13,14.281245137944676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.0033126725448998926}",25,0,38.613382623602796,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.003279710902343573}",20,11,12.811859396746396,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.0032470772336105863}",25,16,16.774646984294893,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.00321476827530687}",25,13,20.95747917115417,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.003182780796509667}",25,8,30.07138918468736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.5, 'e': 0.0031511115984444414}",25,16,16.8975445733631,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.003119757514164992}",25,12,6.930314273111251,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.0030887154082367687}",25,18,13.138284685253442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.5, 'e': 0.0030579821764233073}",25,3,33.42952937665794,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.0030275547453758153}",25,0,39.2690323716744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.5, 'e': 0.0029974300723258286}",25,3,41.22483804945217,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.002967605144780944}",25,0,36.88689021848117,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
584,False,"{'a': 0.5, 'e': 0.0029380769802235503}",20,14,11.721474633734433,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.002908842625812584}",25,15,14.434260052162518,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.0028798991580882404}",20,13,11.940268371180581,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.5, 'e': 0.0028512436826796323}",25,0,41.740636659344055,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
588,False,"{'a': 0.5, 'e': 0.0028228733340153363}",20,12,-24.888725395552196,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
589,False,"{'a': 0.5, 'e': 0.0027947852750368437}",20,1,-14.942400559966213,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
590,False,"{'a': 0.5, 'e': 0.002766976696914851}",25,13,20.15515938310972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.5, 'e': 0.0027394448187683684}",20,4,28.913128798381912,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.5, 'e': 0.0027121868873866434}",35,18,33.718125053808514,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.5, 'e': 0.0026852001769538205}",25,16,17.507518696250376,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.002658481988776367}",20,6,22.757152050763164,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.0026320296510131984}",35,20,31.08412017510046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.0026058405184084983}",30,19,17.478579057417907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.5, 'e': 0.00257991197202718}",20,5,30.82928454630963,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.0025542414189929983}",25,19,10.874688459348926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.0025288262922292556}",25,16,16.29883320610815,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.0025036640502021}",20,10,17.426461092663455,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.5, 'e': 0.0024787521766663585}",25,3,34.97995566275117,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.5, 'e': 0.002454088180413917}",25,15,18.7332764163016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.0024296695950245953}",20,12,16.07946899596266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.0024054939786195095}",20,14,10.714416287887348,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.0023815589136168707}",25,12,23.195387056749823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.5, 'e': 0.002357862006490233}",20,5,23.448242766031587,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.002334400887529133}",25,0,36.73703122634519,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
608,False,"{'a': 0.5, 'e': 0.002311173210602129}",25,17,15.147178226421078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.5, 'e': 0.0022881766529221693}",30,18,20.972570263355976,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.002265408914814322}",25,14,20.666677820287884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.5, 'e': 0.002242867719485801}",30,1,49.08774153850017,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.002220550812798294}",30,19,19.200458937737505,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.5, 'e': 0.0021984559630425313}",20,0,31.207884139731213,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.5, 'e': 0.0021765809607151255}",25,14,19.661503239714,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.002154923618297613}",20,16,4.1831603131408075,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.5, 'e': 0.002133481770037708}",30,23,15.376547631398722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.002112253271732714}",20,14,9.596626800887657,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.0020912360005151103}",25,5,32.46894281154027,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.0020704278546402606}",30,16,22.828031910942308,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.5, 'e': 0.002049826753276235}",25,17,16.706547186516403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.5, 'e': 0.002029430636295734}",20,13,14.2971662680989,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.5, 'e': 0.0020092374640700602}",20,8,21.876101497558544,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.0019892452172651635}",30,13,32.4660943425005,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,11,23.074669511250075,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,11,23.502583740526575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,11,13.294784695316178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",20,14,10.93330895275157,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",30,16,29.655044390607472,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",30,19,20.681093312524684,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",35,18,34.359222261664655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",25,13,23.23977505320002,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,11,16.745042014934086,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,6,27.49480061786743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
